epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,259.025,1.25374,3.27168,1.2522,0.02991,0.66636,0.20106,0.16,0.96593,inf,0.99972,0.00012861,0.00012861,0.00012861
2,391.602,0.92879,2.40448,1.00588,0.03817,0.73092,0.25249,0.19918,0.97778,inf,1.0121,0.000270159,0.000270159,0.000270159
3,462.507,0.75649,1.34219,0.92273,0.0289,0.49784,0.27546,0.20639,1.11979,3.1803,1.08615,0.000410287,0.000410287,0.000410287
4,543.719,0.61458,0.76536,0.88251,0.02795,0.51441,0.33075,0.28201,1.01091,2.96405,1.05426,0.000548992,0.000548992,0.000548992
5,600.936,0.54339,0.63245,0.85829,1,0.06086,0.33493,0.25702,1.11445,2.71801,1.10168,0.000686276,0.000686276,0.000686276
6,668.179,0.50209,0.57235,0.84859,1,0.11088,0.32295,0.26998,1.01182,2.60778,1.10147,0.000822138,0.000822138,0.000822138
7,728.6,0.4978,0.53975,0.84203,0.99959,0.24687,0.35485,0.28838,0.98982,2.28567,1.07523,0.000956578,0.000956578,0.000956578
8,791.321,0.45424,0.50649,0.83954,0.99767,0.27667,0.34062,0.24317,1.15393,2.26701,1.18886,0.0010896,0.0010896,0.0010896
9,842.532,0.45082,0.49249,0.8346,0.98165,0.26485,0.33505,0.25104,1.0224,2.02968,1.21377,0.00122119,0.00122119,0.00122119
10,903.837,0.44737,0.4741,0.82735,0.95146,0.22,0.29855,0.21742,1.09022,2.22448,1.27692,0.00135137,0.00135137,0.00135137
11,965.284,0.46007,0.46624,0.82689,0.99426,0.31121,0.36516,0.29678,1.00191,1.60689,1.18383,0.00135791,0.00135791,0.00135791
12,1019.05,0.42338,0.43886,0.82448,0.65805,0.3297,0.55712,0.45649,0.99507,1.34892,1.1742,0.0013508,0.0013508,0.0013508
13,1074.65,0.43628,0.44077,0.82451,0.69436,0.50829,0.552,0.4301,1.08773,1.25923,1.18531,0.00134369,0.00134369,0.00134369
14,1130.33,0.40494,0.41293,0.8252,0.98383,0.35,0.54671,0.42248,0.99282,1.40003,1.24574,0.00133658,0.00133658,0.00133658
15,1193.07,0.37501,0.40079,0.8205,0.92072,0.48915,0.53157,0.42666,1.07562,1.39958,1.27565,0.00132947,0.00132947,0.00132947
16,1245.88,0.38231,0.39738,0.81682,0.66562,0.6032,0.59748,0.47003,0.99875,1.03332,1.20643,0.00132236,0.00132236,0.00132236
17,1303.61,0.36051,0.37094,0.81763,0.53153,0.41894,0.6073,0.46663,0.9357,0.96635,1.17529,0.00131525,0.00131525,0.00131525
18,1354.26,0.35726,0.36513,0.81451,0.8208,0.55609,0.62453,0.4916,0.91593,0.89499,1.1502,0.00130814,0.00130814,0.00130814
19,1399.02,0.35052,0.35839,0.81589,0.83202,0.55441,0.6477,0.4817,0.86971,0.77616,1.15668,0.00130103,0.00130103,0.00130103
20,1454.16,0.35205,0.35457,0.81344,0.61649,0.61871,0.60505,0.45362,0.96251,0.92753,1.23599,0.00129392,0.00129392,0.00129392
21,1504.3,0.33204,0.34522,0.81168,0.66844,0.61393,0.62507,0.47837,0.94807,0.8083,1.19824,0.00128681,0.00128681,0.00128681
22,1552.44,0.33735,0.33708,0.80886,0.70264,0.62522,0.66536,0.50814,0.94503,0.74289,1.22393,0.00127971,0.00127971,0.00127971
23,1599.91,0.33531,0.33132,0.80674,0.99564,0.55549,0.66017,0.48976,0.9486,0.77001,1.23514,0.0012726,0.0012726,0.0012726
24,1651.58,0.32462,0.31841,0.80647,0.73431,0.55213,0.5193,0.4214,0.94261,0.87835,1.27093,0.00126549,0.00126549,0.00126549
25,1711.18,0.32559,0.31813,0.80884,0.86863,0.60896,0.74817,0.55299,0.88788,0.76092,1.19174,0.00125838,0.00125838,0.00125838
26,1760.18,0.31097,0.30556,0.79989,0.92563,0.60602,0.69349,0.50306,0.89959,0.79314,1.18793,0.00125127,0.00125127,0.00125127
27,1809.26,0.30851,0.29997,0.80403,0.90257,0.60093,0.64974,0.4827,0.92464,0.88779,1.21027,0.00124416,0.00124416,0.00124416
28,1860.72,0.30233,0.29605,0.80051,0.81594,0.55307,0.60137,0.46114,0.92207,0.83137,1.1818,0.00123705,0.00123705,0.00123705
29,1904.78,0.29513,0.28689,0.80264,0.92158,0.5568,0.65186,0.48933,0.89436,0.8416,1.17599,0.00122994,0.00122994,0.00122994
30,1957.64,0.30558,0.29305,0.80334,0.72722,0.58928,0.58413,0.46131,0.89808,0.7746,1.21538,0.00122283,0.00122283,0.00122283
31,2001.39,0.30624,0.28895,0.80056,0.97522,0.55364,0.60431,0.46273,0.90493,0.70847,1.21724,0.00121572,0.00121572,0.00121572
32,2053.7,0.29054,0.27962,0.80362,0.86085,0.59873,0.63609,0.49236,0.8417,0.7052,1.16813,0.00120861,0.00120861,0.00120861
33,2099.29,0.28331,0.2761,0.79982,0.91859,0.60894,0.63308,0.4755,0.86282,0.719,1.19519,0.0012015,0.0012015,0.0012015
34,2149.5,0.28587,0.27194,0.79953,0.70603,0.55989,0.57306,0.46583,0.88104,0.80597,1.18309,0.00119439,0.00119439,0.00119439
35,2200.93,0.28343,0.2694,0.80135,0.56883,0.6223,0.59962,0.4729,0.83101,0.75182,1.17727,0.00118728,0.00118728,0.00118728
36,2252.29,0.28386,0.26729,0.7996,0.68866,0.5648,0.62104,0.47421,0.87177,0.78245,1.1551,0.00118018,0.00118018,0.00118018
37,2300.07,0.27502,0.26059,0.80117,0.59038,0.62602,0.62688,0.47222,0.86881,0.78861,1.15044,0.00117307,0.00117307,0.00117307
38,2347.19,0.27463,0.25911,0.79807,0.6733,0.58834,0.58949,0.45172,0.88466,0.77843,1.19302,0.00116596,0.00116596,0.00116596
39,2396.44,0.28042,0.25804,0.80009,0.79366,0.58088,0.59306,0.45236,0.96713,0.82831,1.2229,0.00115885,0.00115885,0.00115885
40,2446.78,0.27454,0.25786,0.80082,0.83214,0.54713,0.61946,0.46006,0.92072,0.7972,1.20587,0.00115174,0.00115174,0.00115174
41,2494.4,0.26784,0.25264,0.79358,0.83627,0.60644,0.63167,0.46998,0.86492,0.72327,1.17831,0.00114463,0.00114463,0.00114463
42,2539.04,0.26767,0.25347,0.7992,0.82768,0.61295,0.63226,0.45941,0.94992,0.75802,1.23363,0.00113752,0.00113752,0.00113752
43,2585.61,0.28799,0.25995,0.80377,0.79121,0.60847,0.62856,0.46582,0.94531,0.82153,1.22627,0.00113041,0.00113041,0.00113041
44,2633.8,0.27739,0.25625,0.79801,0.93605,0.59621,0.66452,0.50296,0.87904,0.70314,1.1802,0.0011233,0.0011233,0.0011233
45,2681.26,0.26119,0.24862,0.79631,0.90026,0.61544,0.66139,0.49734,0.86811,0.76272,1.16922,0.00111619,0.00111619,0.00111619
46,2727.53,0.26011,0.24359,0.79944,0.82731,0.61224,0.66781,0.45456,0.95902,0.80843,1.20806,0.00110908,0.00110908,0.00110908
47,2781.26,0.25874,0.23934,0.79611,0.73116,0.57831,0.59504,0.45842,0.85701,0.84324,1.13691,0.00110197,0.00110197,0.00110197
48,2828.01,0.251,0.24002,0.79527,0.58303,0.64826,0.60065,0.48514,0.83841,0.7259,1.13554,0.00109486,0.00109486,0.00109486
49,2869.26,0.26171,0.23946,0.79506,0.72651,0.6145,0.60831,0.44806,0.89672,0.78525,1.18822,0.00108775,0.00108775,0.00108775
50,2918.64,0.25374,0.23828,0.79495,0.8427,0.58243,0.6146,0.4632,0.88115,0.87179,1.18348,0.00108065,0.00108065,0.00108065
51,2962.62,0.25123,0.23014,0.791,0.9936,0.58766,0.64575,0.47078,0.92659,0.91102,1.225,0.00107354,0.00107354,0.00107354
52,3016.6,0.274,0.24763,0.79835,0.81882,0.57098,0.61495,0.49536,0.80453,0.76399,1.15476,0.00106643,0.00106643,0.00106643
53,3061.45,0.2641,0.24353,0.79311,0.71661,0.68145,0.71774,0.51646,0.86422,0.66966,1.19165,0.00105932,0.00105932,0.00105932
54,3110.44,0.25827,0.23941,0.79786,0.68127,0.54605,0.62759,0.49415,0.93077,0.78691,1.20982,0.00105221,0.00105221,0.00105221
55,3156.1,0.25702,0.23198,0.79589,0.75834,0.54712,0.59875,0.46462,0.94626,0.81237,1.23019,0.0010451,0.0010451,0.0010451
56,3201.44,0.26211,0.23869,0.7996,0.79789,0.5269,0.57474,0.45829,0.87724,0.79155,1.16455,0.00103799,0.00103799,0.00103799
57,3251.07,0.25858,0.23746,0.79568,0.66242,0.63467,0.62583,0.47176,0.88417,0.65717,1.19347,0.00103088,0.00103088,0.00103088
58,3301.57,0.25224,0.2304,0.79368,0.73078,0.59315,0.60538,0.47368,0.85365,0.64029,1.21673,0.00102377,0.00102377,0.00102377
59,3344.78,0.24265,0.22403,0.79924,0.69251,0.63701,0.65433,0.49499,0.83665,0.74374,1.20469,0.00101666,0.00101666,0.00101666
60,3388.67,0.26095,0.23273,0.80022,0.82239,0.55622,0.6103,0.46199,0.87679,0.79564,1.2271,0.00100955,0.00100955,0.00100955
61,3437.83,0.2562,0.23154,0.79724,0.81496,0.54055,0.58926,0.47857,0.87923,0.85335,1.19236,0.00100244,0.00100244,0.00100244
62,3479.56,0.25341,0.23446,0.79371,0.83574,0.61359,0.60796,0.47779,0.83016,0.78971,1.17641,0.000995334,0.000995334,0.000995334
63,3530.56,0.24284,0.22336,0.79378,0.79101,0.60547,0.61786,0.44753,0.84638,0.81198,1.18675,0.000988225,0.000988225,0.000988225
64,3569.55,0.24183,0.22115,0.79313,0.59499,0.64897,0.60668,0.47363,0.8902,0.77056,1.16637,0.000981116,0.000981116,0.000981116
65,3618.06,0.24038,0.2184,0.79581,0.72122,0.57936,0.58359,0.45338,0.91086,0.82564,1.18936,0.000974006,0.000974006,0.000974006
66,3664.89,0.24636,0.22078,0.79338,0.65638,0.60999,0.57892,0.44926,0.89274,0.82107,1.18352,0.000966897,0.000966897,0.000966897
67,3716.31,0.23839,0.21631,0.78973,0.60576,0.61479,0.60267,0.46777,0.84048,0.74292,1.19546,0.000959788,0.000959788,0.000959788
68,3764.05,0.23364,0.21441,0.79391,0.61494,0.66115,0.63659,0.49958,0.78455,0.75979,1.15855,0.000952679,0.000952679,0.000952679
69,3822.6,0.23652,0.21426,0.78951,0.55812,0.63835,0.61211,0.47492,0.82871,0.82393,1.17004,0.000945569,0.000945569,0.000945569
70,3874.02,0.23319,0.21651,0.79352,0.65618,0.61166,0.62151,0.49075,0.84234,0.72066,1.17241,0.00093846,0.00093846,0.00093846
71,3917.56,0.2374,0.21516,0.79318,0.82489,0.51748,0.60197,0.46363,0.89322,0.81045,1.21403,0.000931351,0.000931351,0.000931351
72,3963,0.24743,0.22071,0.79619,0.60623,0.60582,0.60051,0.46927,0.9335,0.95219,1.24049,0.000924241,0.000924241,0.000924241
73,4025.31,0.24932,0.22129,0.79365,0.8243,0.51648,0.61197,0.49002,0.80374,0.78608,1.16925,0.000917132,0.000917132,0.000917132
74,4087.25,0.23424,0.21076,0.79137,0.7054,0.63324,0.66998,0.52024,0.78199,0.81976,1.20199,0.000910023,0.000910023,0.000910023
75,4142.58,0.21579,0.19985,0.78792,0.71183,0.65391,0.66479,0.50283,0.80826,0.76458,1.19857,0.000902914,0.000902914,0.000902914
76,4189.23,0.22325,0.20377,0.78885,0.86232,0.5867,0.644,0.48857,0.85898,0.88007,1.24826,0.000895804,0.000895804,0.000895804
77,4248.21,0.22691,0.20659,0.79452,0.81989,0.60887,0.65124,0.4815,0.89633,0.86462,1.25621,0.000888695,0.000888695,0.000888695
78,4305.68,0.23197,0.21223,0.79711,0.78173,0.52827,0.60189,0.44806,0.93565,0.86041,1.27727,0.000881586,0.000881586,0.000881586
79,4359.32,0.21941,0.20457,0.79349,0.82098,0.59711,0.59978,0.46897,0.92114,0.82331,1.27779,0.000874477,0.000874477,0.000874477
80,4416.33,0.21877,0.19992,0.78828,0.73963,0.59833,0.62654,0.48236,0.8007,0.83439,1.17653,0.000867367,0.000867367,0.000867367
81,4470.26,0.22516,0.20239,0.79037,0.7286,0.59983,0.60233,0.48004,0.81367,0.83069,1.19958,0.000860258,0.000860258,0.000860258
82,4528.09,0.2266,0.20387,0.7953,0.81205,0.59877,0.62157,0.47113,0.81364,0.69715,1.18818,0.000853149,0.000853149,0.000853149
83,4588.94,0.21998,0.2,0.79154,0.84081,0.60032,0.62015,0.48243,0.86823,0.72745,1.20832,0.000846039,0.000846039,0.000846039
84,4642.61,0.23324,0.20787,0.79126,0.79079,0.5487,0.62087,0.47574,0.90469,0.78484,1.18238,0.00083893,0.00083893,0.00083893
85,4704.94,0.21809,0.20184,0.78833,0.82402,0.58144,0.64413,0.48913,0.84767,0.73828,1.16096,0.000831821,0.000831821,0.000831821
86,4770.03,0.21757,0.20087,0.78514,0.8708,0.6169,0.67642,0.52812,0.81162,0.67066,1.19332,0.000824712,0.000824712,0.000824712
87,4826.88,0.2194,0.19992,0.7896,0.96104,0.60198,0.68791,0.52785,0.85499,0.76923,1.20436,0.000817602,0.000817602,0.000817602
88,4889.54,0.21759,0.19968,0.78872,0.97422,0.59063,0.69082,0.528,0.83837,0.73755,1.18598,0.000810493,0.000810493,0.000810493
89,4960.67,0.21287,0.19426,0.79041,0.89189,0.59798,0.64838,0.48933,0.86318,0.75572,1.20814,0.000803384,0.000803384,0.000803384
90,5027.1,0.20777,0.19402,0.78968,0.87484,0.59233,0.63962,0.47818,0.82168,0.81225,1.2019,0.000796275,0.000796275,0.000796275
91,5102.64,0.21025,0.19202,0.78559,0.87446,0.58088,0.62205,0.47798,0.85542,0.82271,1.17933,0.000789165,0.000789165,0.000789165
92,5168.57,0.21432,0.19264,0.78594,0.81403,0.57591,0.5871,0.46095,0.84781,0.84151,1.1889,0.000782056,0.000782056,0.000782056
93,5241.04,0.20918,0.19335,0.78704,0.78811,0.58763,0.588,0.47274,0.85927,0.80374,1.21599,0.000774947,0.000774947,0.000774947
94,5313.33,0.21474,0.19492,0.79285,0.83183,0.53682,0.59584,0.4814,0.82888,0.91756,1.17702,0.000767837,0.000767837,0.000767837
95,5393.02,0.20263,0.18767,0.78917,0.77473,0.57479,0.63015,0.49492,0.819,0.8901,1.16892,0.000760728,0.000760728,0.000760728
96,5459.75,0.20955,0.19379,0.78766,0.79824,0.59465,0.61437,0.48509,0.82845,0.81611,1.1805,0.000753619,0.000753619,0.000753619
97,5535.19,0.21131,0.19134,0.78643,0.86131,0.59417,0.64136,0.49718,0.87123,0.6996,1.18195,0.00074651,0.00074651,0.00074651
98,5585.9,0.2142,0.19517,0.78773,0.90456,0.57645,0.66035,0.49249,0.83778,0.72193,1.17659,0.0007394,0.0007394,0.0007394
99,5678.39,0.20925,0.1888,0.78798,0.80941,0.5405,0.63972,0.49163,0.82212,0.74781,1.16529,0.000732291,0.000732291,0.000732291
100,5726.78,0.19618,0.18203,0.78549,0.831,0.52794,0.63328,0.4877,0.80739,0.86729,1.18419,0.000725182,0.000725182,0.000725182
101,5820.57,0.19663,0.18195,0.78756,0.8362,0.52681,0.66615,0.49405,0.77089,0.9422,1.16002,0.000718072,0.000718072,0.000718072
102,5867.51,0.20356,0.18554,0.78706,0.48647,0.75969,0.64364,0.46453,0.81902,1.02209,1.16651,0.000710963,0.000710963,0.000710963
103,5967.29,0.20403,0.18852,0.78572,0.65784,0.62595,0.64777,0.47818,0.82802,0.89322,1.1469,0.000703854,0.000703854,0.000703854
104,6022.17,0.20239,0.18606,0.7888,0.81481,0.5821,0.63747,0.48507,0.82769,0.85008,1.17336,0.000696745,0.000696745,0.000696745
105,6106.51,0.20463,0.18742,0.79075,0.97093,0.57298,0.66952,0.48223,0.81746,0.84211,1.15996,0.000689635,0.000689635,0.000689635
106,6166.39,0.20455,0.18727,0.78705,0.84864,0.58136,0.627,0.4736,0.86994,0.77736,1.21038,0.000682526,0.000682526,0.000682526
107,6230.75,0.19819,0.18262,0.78558,0.82622,0.53544,0.63716,0.485,0.85229,0.70903,1.18893,0.000675417,0.000675417,0.000675417
108,6285.76,0.19921,0.18362,0.7869,0.80426,0.53297,0.64049,0.5065,0.85287,0.75653,1.21183,0.000668308,0.000668308,0.000668308
109,6345.53,0.20159,0.18188,0.78792,0.76401,0.56855,0.66747,0.50682,0.84786,0.75786,1.20465,0.000661198,0.000661198,0.000661198
110,6390.3,0.19449,0.17971,0.78698,0.88162,0.58238,0.63968,0.47947,0.84483,0.84385,1.19109,0.000654089,0.000654089,0.000654089
111,6463.09,0.19837,0.18226,0.78754,0.80416,0.58871,0.66111,0.48023,0.8543,0.99994,1.22413,0.00064698,0.00064698,0.00064698
112,6512.8,0.19452,0.18144,0.78474,0.74726,0.58841,0.67142,0.51069,0.81379,0.87846,1.17592,0.00063987,0.00063987,0.00063987
113,6590.24,0.20551,0.18668,0.78558,0.81494,0.54467,0.61822,0.47653,0.83969,0.85772,1.16247,0.000632761,0.000632761,0.000632761
114,6639.65,0.19402,0.17822,0.78647,0.79561,0.58233,0.66489,0.48956,0.80945,0.90263,1.15178,0.000625652,0.000625652,0.000625652
115,6722.61,0.19962,0.1825,0.78772,0.80635,0.59245,0.64645,0.49056,0.81774,0.85496,1.15752,0.000618543,0.000618543,0.000618543
116,6768.38,0.1926,0.17806,0.78541,0.80907,0.57527,0.64309,0.48899,0.85213,0.91163,1.19141,0.000611433,0.000611433,0.000611433
117,6849.16,0.18455,0.17335,0.78575,0.66411,0.6337,0.63365,0.47564,0.82273,0.89392,1.18981,0.000604324,0.000604324,0.000604324
118,6897.74,0.18196,0.17008,0.78407,0.89783,0.51097,0.63027,0.46308,0.80233,0.93886,1.18582,0.000597215,0.000597215,0.000597215
119,6975.42,0.19173,0.17905,0.78425,0.80292,0.53033,0.6027,0.46365,0.82743,0.79561,1.17978,0.000590106,0.000590106,0.000590106
120,7022.07,0.19124,0.17812,0.78573,0.7399,0.55622,0.5946,0.46249,0.85155,0.76746,1.21531,0.000582996,0.000582996,0.000582996
121,7107.48,0.18312,0.17121,0.78571,0.80298,0.58621,0.60191,0.46383,0.85945,0.85002,1.2309,0.000575887,0.000575887,0.000575887
122,7153.55,0.19373,0.17764,0.78384,0.78733,0.58313,0.56997,0.4575,0.91441,0.82955,1.25249,0.000568778,0.000568778,0.000568778
123,7226.63,0.19223,0.17686,0.78431,0.80134,0.60477,0.58716,0.45278,0.91171,0.77596,1.2582,0.000561668,0.000561668,0.000561668
124,7290.8,0.19025,0.17511,0.78745,0.78248,0.59443,0.57094,0.43206,0.99315,0.96816,1.31124,0.000554559,0.000554559,0.000554559
125,7351.38,0.19774,0.18004,0.78743,0.77003,0.52409,0.57991,0.45769,0.83387,0.81901,1.17814,0.00054745,0.00054745,0.00054745
